Project Name	Start Time	Elapsed Time	Momentary Overload	LAeq	NC	NCDecisiveBand	NR	NRDecisiveBand	NCB	NCBCriteria	RC	RCCriteria	Loudness	Loudness_Level	exclude	bull	truck	Marker4	Marker5	Sound	Sound Path	Comment	Comment Path	Note	Note Path	Image	Image Path	Attachment	Marker6	Marker7	Marker8	Marker9	Marker10	Time
GL 22  007	16/11/2021 8:56:07	0:00:01	0	35,91	30	1000	32	1000	28	(H)	30	(HF) Marginal	2,33	52,22	1	0	0	0	0	1	L:\M05\GELUID\Projecten\stiltegebied Moervaartvallei\metingen\2021herfst\stilte2021herfst\Users\2250\Top.Job\GL 22  007.LoggingCPB.Project\ProfileAnnotations.PAnnotations\SR0.wav	0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:08	0:00:01	0	36,99	33	2000	35	2000	30	(H)	31	(HF) Objectionable	2,53	53,4	1	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:09	0:00:01	0	39,65	37	1000	38	1000	31	(H)	33	(HF) Objectionable	2,69	54,28	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:10	0:00:01	0	34,01	29	1000	31	1000	25	(H)	27	(HF) Marginal	1,77	48,25	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:11	0:00:01	0	34,62	30	1000	32	1000	26	(H)	28	(HF) Marginal	1,85	48,84	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:12	0:00:01	0	34,74	31	2000	33	2000	25	(H)	28	(HF) Marginal	1,8	48,45	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:13	0:00:01	0	34,98	30	1000	32	1000	26	(H)	28	(HF) Objectionable	1,9	49,28	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:14	0:00:01	0	34,98	30	1000	32	1000	25	(H)	28	(HF) Marginal	1,89	49,19	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:15	0:00:01	0	35,79	32	1000	33	1000	26	(H)	29	(HF) Marginal	1,94	49,57	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:16	0:00:01	0	34,9	30	1000	32	1000	27	(H)	28	(HF) Objectionable	1,96	49,72	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:17	0:00:01	0	34,67	30	1000	32	1000	26	(H)	28	(HF) Marginal	1,8	48,46	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:18	0:00:01	0	33,84	29	1000	31	1000	24	(H)	27	(HF) Marginal	1,57	46,54	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:19	0:00:01	0	34,81	30	1000	32	1000	26	(H)	29	(HF) Objectionable	1,67	47,36	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:20	0:00:01	0	37,24	33	2000	35	2000	30	(H)	31	(HF) Objectionable	2,4	52,65	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:21	0:00:01	0	34,2	29	1000	31	1000	26	(H)	28	(HF) Objectionable	1,71	47,71	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:22	0:00:01	0	34,96	30	1000	32	1000	27	(H)	29	(HF) Objectionable	1,88	49,09	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:23	0:00:01	0	37,07	34	2000	36	2000	29	(H)	31	(HF) Objectionable	2,23	51,57	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:24	0:00:01	0	36,06	32	1000	34	2000	28	(H)	30	(HF) Objectionable	2,05	50,34	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:25	0:00:01	0	37,4	34	1000	35	1000	29	(H)	31	(HF) Objectionable	2,37	52,42	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:26	0:00:01	0	38,62	34	1000	36	2000	31	(H)	32	(HF) Objectionable	2,88	55,26	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:27	0:00:01	0	38,99	35	2000	37	2000	30	(H)	32	(HF) Objectionable	2,88	55,27	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:28	0:00:01	0	38,8	35	1000	36	1000	30	(H)	32	(HF) Marginal	2,66	54,14	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:29	0:00:01	0	39,41	35	1000	37	2000	32	(H)	33	(HF) Objectionable	3,07	56,17	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:30	0:00:01	0	39,36	36	1000	37	1000	32	(H)	33	(HF) Objectionable	2,99	55,8	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:31	0:00:01	0	37,95	34	1000	35	1000	30	(H)	32	(HF) Objectionable	2,43	52,82	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:32	0:00:01	0	37,7	34	1000	36	1000	29	(H)	32	(HF) Marginal	2,32	52,16	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:33	0:00:01	0	37,35	34	1000	35	1000	28	(H)	31	(HF) Objectionable	2,21	51,41	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:34	0:00:01	0	36,25	32	1000	34	1000	27	(H)	30	(HF) Marginal	2,11	50,79	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:35	0:00:01	0	35,29	31	1000	33	1000	27	(H)	29	(HF) Objectionable	1,97	49,77	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:36	0:00:01	0	36,27	31	2000	35	4000	29	(H)	29	(HF) Objectionable	2,36	52,37	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:37	0:00:01	0	37,17	33	1000	35	1000	30	(H)	31	(HF) Objectionable	2,52	53,35	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:38	0:00:01	0	36,92	32	4000	35	4000	30	(H)	30	(HF) Objectionable	2,62	53,92	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:39	0:00:01	0	36,92	32	2000	35	8000	30	(H)	30	(HF) Objectionable	2,54	53,45	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:40	0:00:01	0	33,72	29	2000	31	2000	27	(H)	28	(HF) Objectionable	1,76	48,18	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:41	0:00:01	0	31,37	26	1000	28	1000	24	(H)	25	(HF) Objectionable	1,36	44,45	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:42	0:00:01	0	30,69	26	1000	28	1000	23	(H)	25	(HF) Objectionable	1,22	42,85	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:43	0:00:01	0	30,06	25	1000	28	8000	22	(H)		(HF) Objectionable	1,17	42,25	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:44	0:00:01	0	32,76	29	2000	31	2000	26	(H)	27	(HF) Objectionable	1,56	46,41	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:45	0:00:01	0	30,46	25	1000	27	1000	23	(H)		(HF) Objectionable	1,16	42,1	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:46	0:00:01	0	31,53	26	1000	29	4000	25	(H)	25	(HF) Objectionable	1,4	44,87	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:47	0:00:01	0	31,06	26	1000	28	1000	24	(H)	25	(HF) Objectionable	1,26	43,29	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:48	0:00:01	0	32,79	27	1000	29	1000	26	(H)	27	(HF) Objectionable	1,62	46,92	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:49	0:00:01	0	33,74	28	1000	31	4000	27	(H)	27	(HF) Objectionable	1,84	48,81	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:50	0:00:01	0	36,18	32	2000	34	2000	29	(H)	30	(HF) Objectionable	2,34	52,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:51	0:00:01	0	33,36	28	2000	31	4000	27	(H)	27	(HF) Objectionable	1,76	48,13	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:52	0:00:01	0	37,88	35	4000	38	4000	30	(H)	30	(HF) Objectionable	2,64	54,03	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:53	0:00:01	0	34,85	31	4000	34	4000	28	(H)	28	(HF) Objectionable	2,08	50,59	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:54	0:00:01	0	33,42	29	2000	31	2000	26	(H)	27	(HF) Objectionable	1,72	47,8	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:55	0:00:01	0	30,28	25	1000	27	1000	23	(H)		(HF) Objectionable	1,15	42,03	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:56	0:00:01	0	29,12	24	1000	26	1000	22	(H)		(HF) Objectionable	0,97	39,57	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:57	0:00:01	0	29,32	24	1000	26	1000	22	(H)		(HF) Marginal	1,05	40,68	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:58	0:00:01	0	29,8	25	1000	27	1000	22	(H)		(HF) Marginal	1,1	41,38	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:56:59	0:00:01	0	29,4	25	1000	27	1000	21	(H)		(HF) Marginal	0,93	38,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:00	0:00:01	0	29,99	26	1000	28	1000	22	(H)		(HF) Marginal	1,01	40,19	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:01	0:00:01	0	29,11	25	1000	27	1000	21	(H)		(HF) Marginal	0,88	38,18	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:02	0:00:01	0	29,15	25	1000	27	1000	21	(H)		(HF) Marginal	0,9	38,53	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:03	0:00:01	0	29,01	24	1000	26	1000	21	(H)		(HF) Marginal	0,94	39,15	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:04	0:00:01	0	28,29	24	1000	26	1000	20	(H)		(HF) Marginal	0,81	37,18	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:05	0:00:01	0	30,18	27	2000	29	2000	22	(H)		(HF) Objectionable	1,08	41,04	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:06	0:00:01	0	29,44	24	1000	26	1000	21	(H)		(HF) Marginal	0,98	39,7	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:07	0:00:01	0	30,52	25	1000	27	1000	23	(H)		(HF) Objectionable	1,19	42,53	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:08	0:00:01	0	31,95	27	1000	29	1000	24	(H)	26	(HF) Objectionable	1,38	44,68	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:09	0:00:01	0	32,49	28	1000	30	1000	25	(H)	26	(HF) Objectionable	1,44	45,27	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:10	0:00:01	0	32,36	28	1000	30	1000	24	(H)	26	(HF) Objectionable	1,35	44,28	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:11	0:00:01	0	33,82	30	1000	32	1000	25	(H)	28	(HF) Objectionable	1,55	46,3	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:12	0:00:01	0	34,43	31	1000	33	1000	26	(H)	28	(HF) Objectionable	1,65	47,2	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:13	0:00:01	0	33,78	29	1000	31	1000	25	(H)	28	(HF) Marginal	1,6	46,75	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:14	0:00:01	0	35,06	31	2000	33	2000	27	(H)	29	(HF) Objectionable	1,87	49,02	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:15	0:00:01	0	34,5	31	2000	33	2000	26	(H)	28	(HF) Objectionable	1,71	47,74	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:16	0:00:01	0	35,44	32	2000	34	2000	26	(H)	29	(HF) Objectionable	1,83	48,71	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:17	0:00:01	0	35,77	33	2000	35	2000	27	(H)	29	(HF) Objectionable	1,9	49,23	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:18	0:00:01	0	35,24	32	2000	34	2000	27	(H)	29	(HF) Objectionable	1,81	48,54	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:19	0:00:01	0	36,8	34	2000	36	2000	28	(H)	30	(HF) Objectionable	2,12	50,81	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:20	0:00:01	0	39,27	38	2000	39	2000	30	(H)	32	(HF) Objectionable	2,46	52,97	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:21	0:00:01	0	39,57	38	2000	40	2000	31	(H)	33	(HF) Objectionable	2,65	54,06	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:22	0:00:01	0	40,06	37	2000	39	2000	32	(H)	33	(HF) Objectionable	3,08	56,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:23	0:00:01	0	38,15	36	2000	38	2000	30	(H)	31	(HF) Objectionable	2,5	53,22	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:24	0:00:01	0	38,63	36	2000	38	2000	31	(H)	31	(HF) Objectionable	2,66	54,11	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:25	0:00:01	0	37,21	35	2000	36	2000	29	(H)	30	(HF) Objectionable	2,32	52,11	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:26	0:00:01	0	36,33	33	2000	35	2000	28	(H)	30	(HF) Objectionable	2,09	50,66	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:27	0:00:01	0	34,28	30	1000	32	1000	25	(H)	28	(HF) Marginal	1,66	47,31	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:28	0:00:01	0	35,76	31	1000	33	1000	27	(H)	30	(HF) Marginal	2,04	50,26	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:29	0:00:01	0	34,53	31	1000	32	1000	25	(H)	28	(HF) Marginal	1,69	47,6	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:30	0:00:01	0	35,1	31	1000	33	1000	26	(H)	29	(HF) Marginal	1,7	47,69	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:31	0:00:01	0	34,55	30	1000	32	1000	26	(H)	29	(HF) Marginal	1,72	47,85	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:32	0:00:01	0	33,27	29	1000	31	1000	25	(H)	27	(HF) Marginal	1,49	45,78	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:33	0:00:01	0	33,22	29	1000	31	1000	24	(H)	27	(HF) Objectionable	1,42	45,08	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:34	0:00:01	0	35,14	31	1000	33	1000	26	(H)	29	(HF) Marginal	1,91	49,31	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:35	0:00:01	0	35,51	32	1000	33	1000	27	(H)	30	(HF) Marginal	1,85	48,88	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:36	0:00:01	0	36,33	33	1000	34	1000	28	(H)	30	(HF) Objectionable	2,07	50,48	1	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:37	0:00:01	0	35,75	32	1000	34	1000	27	(H)	30	(HF) Objectionable	1,96	49,71	1	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:38	0:00:01	0	37,42	34	1000	35	1000	28	(H)	31	(HF) Marginal	2,41	52,67	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:39	0:00:01	0	37,54	34	1000	35	1000	28	(H)	31	(HF) Marginal	2,38	52,5	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:40	0:00:01	0	39,25	36	1000	37	1000	30	(H)	33	(HF) Marginal	2,84	55,05	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:41	0:00:01	0	38,61	36	1000	37	1000	29	(H)	32	(HF) Marginal	2,6	53,76	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:42	0:00:01	0	39,81	37	1000	38	1000	31	(H)	34	(HF) Marginal	3	55,84	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:43	0:00:01	0	38,29	35	1000	36	1000	29	(H)	33	(HF) Marginal	2,56	53,56	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:44	0:00:01	0	37,46	34	1000	35	1000	28	(H)	32	(HF) Marginal	2,38	52,53	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:45	0:00:01	0	37,77	35	1000	36	1000	29	(H)	32	(HF) Marginal	2,58	53,65	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:46	0:00:01	0	38,65	36	1000	37	1000	30	(H)	33	(HF) Marginal	2,73	54,48	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:47	0:00:01	0	36,39	33	1000	35	1000	28	(H)	31	(HF) Marginal	2,08	50,57	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:48	0:00:01	0	36,86	33	1000	34	1000	29	(H)	31	(HF) Objectionable	2,45	52,91	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:49	0:00:01	0	34,89	31	1000	33	1000	26	(H)	29	(HF) Marginal	1,67	47,36	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:50	0:00:01	0	35,01	31	1000	33	1000	26	(H)	29	(HF) Marginal	1,76	48,11	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:51	0:00:01	0	35,31	32	1000	33	1000	26	(H)	29	(HF) Marginal	1,88	49,1	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:52	0:00:01	0	34,99	31	1000	33	1000	26	(H)	30	(HF) Marginal	1,71	47,77	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:53	0:00:01	0	35,58	31	1000	33	1000	27	(H)	30	(HF) Marginal	2	49,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:54	0:00:01	0	35,81	31	1000	33	1000	28	(H)	29	(HF) Marginal	2,18	51,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:55	0:00:01	0	36,59	32	1000	34	1000	28	(H)	30	(HF) Marginal	2,33	52,22	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:56	0:00:01	0	37,57	33	1000	35	2000	30	(H)	31	(HF) Objectionable	2,67	54,16	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:57	0:00:01	0	36,23	32	1000	34	1000	28	(H)	30	(HF) Objectionable	2,1	50,67	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:58	0:00:01	0	34,89	31	1000	33	1000	26	(H)	29	(HF) Objectionable	1,7	47,62	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:57:59	0:00:01	0	35,2	32	1000	33	1000	26	(H)	29	(HF) Marginal	1,92	49,37	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:00	0:00:01	0	34,77	31	1000	33	1000	25	(H)	29	(HF) Marginal	1,7	47,69	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:01	0:00:01	0	33,17	29	1000	31	1000	25	(H)	27	(HF) Objectionable	1,52	46,03	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:02	0:00:01	0	32,69	29	1000	31	1000	24	(H)	27	(HF) Marginal	1,32	43,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:03	0:00:01	0	32,2	28	1000	30	1000	24	(H)	26	(HF) Marginal	1,39	44,77	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:04	0:00:01	0	32,05	28	1000	30	1000	23	(H)	26	(HF) Marginal	1,28	43,61	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:05	0:00:01	0	32,32	28	1000	30	1000	23	(H)	26	(HF) Marginal	1,44	45,23	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:06	0:00:01	0	33,5	33	8000	37	8000	24	(H)	26	(HF) Marginal	1,65	47,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:07	0:00:01	0	30,63	26	1000	28	1000	22	(H)	25	(HF) Marginal	1,11	41,51	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:08	0:00:01	0	31,06	26	1000	28	1000	23	(H)	25	(HF) Marginal	1,3	43,74	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:09	0:00:01	0	29,52	25	1000	28	8000	21	(H)		(HF) Marginal	1,06	40,77	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:10	0:00:01	0	31,31	32	8000	36	8000	21	(H)		(HF) Marginal	1,26	43,3	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:11	0:00:01	0	28,83	25	8000	29	8000	20	(H)		(HF) Marginal	0,98	39,75	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:12	0:00:01	0	30,83	26	8000	30	8000	22	(H)		(HF) Marginal	1,38	44,64	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:13	0:00:01	0	34,53	33	8000	37	8000	25	(H)	27	(HF) Objectionable	2	50,01	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:14	0:00:01	0	33,84	31	1000	33	1000	26	(H)	27	(HF) Objectionable	1,67	47,37	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:15	0:00:01	0	33,95	29	4000	32	4000	27	(H)	27	(HF) Objectionable	1,94	49,54	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:16	0:00:01	0	31,81	33	8000	37	8000	21	(H)		(HF) Marginal	1,38	44,65	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:17	0:00:01	0	28,16	23	1000	25	1000	20	(H)		(HF) Marginal	0,87	38,12	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:18	0:00:01	0	28,38	25	8000	29	8000	20	(H)		(HF) Marginal	0,97	39,63	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:19	0:00:01	0	30,82	32	8000	36	8000	20	(H)		(HF) Marginal	1,24	43,15	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:20	0:00:01	0	27,41	22	1000	24	1000	19	(H)		(HF) Marginal	0,77	36,43	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:21	0:00:01	0	28,24	22	1000	25	2000	20	(H)		(HF) Marginal	0,87	38,07	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:22	0:00:01	0	28	22	1000	24	1000	20	(H)		(HF) Marginal	0,89	38,47	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:23	0:00:01	0	30,5	31	8000	35	8000	20	(H)		(HF) Marginal	1,22	42,81	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
GL 22  007	16/11/2021 8:58:24	0:00:01	0	28,29	26	8000	30	8000	19	(H)		(HF) Marginal	0,93	38,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0
